Timestamp, x, y, yaw
11. 218000000, -8.4999778184, 1.72532544662e-05, 3.4713891358189934e-05
11. 229000000, -8.49997779746, 1.72692127966e-05, 3.473499298103139e-05
11. 239000000, -8.49997777866, 1.72836840985e-05, 3.47556311894135e-05
11. 249000000, -8.49997777287, 1.72893746708e-05, 3.477550051080044e-05
11. 259000000, -8.49997776953, 1.72932225683e-05, 3.479493057163087e-05
11. 269000000, -8.49997774859, 1.73091808233e-05, 3.48160320500083e-05
11. 279000000, -8.49997772978, 1.73236520434e-05, 3.48366701088298e-05
11. 290000000, -8.499977724, 1.73293427124e-05, 3.485653924892387e-05
11. 300000000, -8.49997772066, 1.73331907069e-05, 3.487596912399416e-05
11. 310000000, -8.49997769972, 1.73491488865e-05, 3.4897070458569244e-05
11. 320000000, -8.49997768091, 1.73636200249e-05, 3.491770836854257e-05
11. 330000000, -8.49997767513, 1.73693107906e-05, 3.493757732778805e-05
11. 341000000, -8.49997767178, 1.73731588821e-05, 3.495700701751948e-05
11. 351000000, -8.49997765084, 1.73891169862e-05, 3.497810820870289e-05
11. 361000000, -8.49997763204, 1.7403588043e-05, 3.499874597014867e-05
11. 371000000, -8.49997762625, 1.74092789054e-05, 3.501861474881433e-05
11. 381000000, -8.49997762291, 1.74131270939e-05, 3.5038044253484556e-05
11. 391000000, -8.49997760197, 1.74290851225e-05, 3.5059145301371125e-05
11. 401000000, -8.49997758316, 1.74435560976e-05, 3.5079782914471074e-05
11. 411000000, -8.49997757738, 1.74492470567e-05, 3.509965151294368e-05
11. 421000000, -8.49997757404, 1.74530953422e-05, 3.511908083293396e-05
11. 431000000, -8.4999775531, 1.74690532954e-05, 3.514018173731027e-05
11. 441000000, -8.49997753429, 1.74835241887e-05, 3.5160819201811125e-05
11. 453000000, -8.49997752851, 1.74892152446e-05, 3.518068761865239e-05
11. 463000000, -8.49997752516, 1.7493063627e-05, 3.520011675256092e-05
11. 473000000, -8.49997750422, 1.75090215048e-05, 3.522121751294449e-05
11. 483000000, -8.49997748542, 1.75234923164e-05, 3.524185482835876e-05
11. 493000000, -8.49997747963, 1.75291834689e-05, 3.526172306450443e-05
11. 503000000, -8.49997747629, 1.75330319483e-05, 3.5281152013251145e-05
11. 514000000, -8.49997745535, 1.75489897506e-05, 3.530225262996482e-05
11. 524000000, -8.49997743654, 1.75634604805e-05, 3.532288979665376e-05
11. 535000000, -8.49997743076, 1.75691517297e-05, 3.534275785154795e-05
11. 545000000, -8.49997742741, 1.75730003061e-05, 3.536218661454174e-05
11. 556000000, -8.49997740648, 1.7588958033e-05, 3.5383287087372074e-05
11. 566000000, -8.49997738767, 1.76034286811e-05, 3.540392410509717e-05
11. 576000000, -8.49997738188, 1.76091200271e-05, 3.5423791979235884e-05
11. 586000000, -8.49997737854, 1.76129687004e-05, 3.544322055704244e-05
11. 596000000, -8.4999773576, 1.76289263518e-05, 3.5464320886595254e-05
11. 606000000, -8.49997733879, 1.76433969182e-05, 3.5484957755984365e-05
11. 617000000, -8.49997733301, 1.76490883609e-05, 3.550482544975853e-05
11. 627000000, -8.49997732967, 1.76529371312e-05, 3.552425384270877e-05
11. 637000000, -8.49997730873, 1.76688947071e-05, 3.554535402916356e-05
11. 647000000, -8.49997728992, 1.76833651918e-05, 3.556599075038725e-05
11. 658000000, -8.49997728414, 1.76890567311e-05, 3.5585858263600664e-05
11. 668000000, -8.49997728079, 1.76929055984e-05, 3.5605286471542616e-05
11. 679000000, -8.49997725985, 1.77088630989e-05, 3.5626386514573305e-05
11. 690000000, -8.49997724105, 1.77233335019e-05, 3.564702308730284e-05
11. 701000000, -8.49997723526, 1.77290251379e-05, 3.5666890420714504e-05
11. 711000000, -8.49997723192, 1.77328741021e-05, 3.568631844434625e-05
11. 721000000, -8.49997721098, 1.77488315272e-05, 3.57074183451003e-05
11. 731000000, -8.49997719217, 1.77633018485e-05, 3.5728054770438985e-05
11. 741000000, -8.49997718639, 1.77689935812e-05, 3.574792192372576e-05
11. 751000000, -8.49997718304, 1.77728426423e-05, 3.576734976277466e-05
11. 762000000, -8.4999771621, 1.7788799992e-05, 3.578844952056903e-05
11. 772000000, -8.4999771433, 1.78032702315e-05, 3.58090857978943e-05
11. 783000000, -8.49997713751, 1.78089620609e-05, 3.582895277112821e-05
